Month,Day,Year,Day of Week,Policy Number,Processing Done
February,6, 2017,Monday,AT10317950,Docattach
February,6, 2017,Monday,AT10290590,Docattach
February,6, 2017,Monday,AT10290590,Docattach
February,6, 2017,Monday,AT10319470,Docattach
February,6, 2017,Monday,AT10302990,Docattach
February,6, 2017,Monday,AT10319490,Docattach
February,7, 2017,Tuesday,AT10317950,Docattach
February,7, 2017,Tuesday,AT10320120,Docattach
February,7, 2017,Tuesday,AT10299280,Docattach
February,7, 2017,Tuesday,AT10301320,Docattach
February,7, 2017,Tuesday,AT10312880,Docattach
February,7, 2017,Tuesday,AT10311760,Docattach
February,7, 2017,Tuesday,AT10280580,Docattach
February,7, 2017,Tuesday,AT10221100,Docattach
February,7, 2017,Tuesday,AT10316200,Docattach
February,7, 2017,Tuesday,AT10146780,Docattach
February,7, 2017,Tuesday,AT10303500,Docattach
February,7, 2017,Tuesday,AT10271340,Docattach
February,7, 2017,Tuesday,AT10293350,Docattach
February,9, 2017,Thursday,AT10321040,Docattach
February,9, 2017,Thursday,AT10310360,Docattach
February,9, 2017,Thursday,AT10301290,Docattach
February,9, 2017,Thursday,AT10309550,Docattach
February,9, 2017,Thursday,AT10279490,Docattach
February,9, 2017,Thursday,AT10265270,Docattach
February,9, 2017,Thursday,AT10288790,Docattach
February,9, 2017,Thursday,AT10298990,Docattach
February,9, 2017,Thursday,AT10290600,Docattach
February,10, 2017,Friday,AT10307760,Docattach
February,10, 2017,Friday,AT10290800,Docattach
February,10, 2017,Friday,AT10302970,Docattach
February,10, 2017,Friday,AT10300260,Docattach
February,10, 2017,Friday,AT10306550,Docattach
February,10, 2017,Friday,AT10311430,Docattach
February,14, 2017,Tuesday,AT10321250,Docattach
February,14, 2017,Tuesday,AT10302160,Docattach
February,14, 2017,Tuesday,AT10321260,Docattach
February,14, 2017,Tuesday,AT10274690,Docattach
February,14, 2017,Tuesday,AT10302990,Docattach
February,14, 2017,Tuesday,AT10305660,Docattach
February,14, 2017,Tuesday,AT10310050,Docattach
February,14, 2017,Tuesday,AT10305020,Docattach
February,14, 2017,Tuesday,AT10301330,Docattach
February,14, 2017,Tuesday,AT10314750,Docattach
February,14, 2017,Tuesday,AT10314750,Docattach
February,14, 2017,Tuesday,AT10309410,Docattach
February,14, 2017,Tuesday,AT10310150,Docattach
February,14, 2017,Tuesday,AT10312640,Docattach
February,14, 2017,Tuesday,AT10312050,Docattach
February,15, 2017,Wednesday,AT10290120,Docattach
February,15, 2017,Wednesday,AT10320070,Docattach
February,15, 2017,Wednesday,AT10302170,Docattach
February,15, 2017,Wednesday,AT10313360,Docattach
February,15, 2017,Wednesday,AT10305250,Docattach
February,15, 2017,Wednesday,AT10311550,Docattach
February,15, 2017,Wednesday,AT10294670,Docattach
February,15, 2017,Wednesday,AT10322700,Docattach
February,15, 2017,Wednesday,AT10301510,Docattach
February,15, 2017,Wednesday,AT70004910,Docattach
February,15, 2017,Wednesday,AT10297970,Docattach
February,15, 2017,Wednesday,AT10287310,Docattach
February,16, 2017,Thursday,AT70004910,Docattach
February,16, 2017,Thursday,AT10297970,Docattach
February,16, 2017,Thursday,AT10290150,Docattach
February,22, 2017,Wednesday,AT10286860,Docattach
February,22, 2017,Wednesday,AT10310180,Docattach
February,22, 2017,Wednesday,AT10304810,Docattach
February,22, 2017,Wednesday,AT10310200,Docattach
February,22, 2017,Wednesday,AT10315790,Docattach
February,22, 2017,Wednesday,AT10310080,Docattach
March,3, 2017,Friday,AT10307800,Docattach
March,3, 2017,Friday,AT10308600,Docattach
March,3, 2017,Friday,AT10312520,Docattach
March,3, 2017,Friday,AT10315660 ,Docattach
March,7, 2017,Tuesday,AT10287310,Docattach
March,7, 2017,Tuesday,AT10328300,Docattach
March,7, 2017,Tuesday,AT10315820,Docattach
March,7, 2017,Tuesday,AT10310770,Docattach
March,7, 2017,Tuesday,AT10283010,Docattach
March,7, 2017,Tuesday,AT10322170,Docattach
March,8, 2017,Wednesday,AT10326030,Docattach
March,8, 2017,Wednesday,AT10328300,Docattach
March,8, 2017,Wednesday,AT10305020,Docattach
March,8, 2017,Wednesday,AT10310890,Docattach
March,8, 2017,Wednesday,AT10313720,Docattach
March,9, 2017,Thursday,AT10305850,Docattach
March,9, 2017,Thursday,AT10302090,Docattach
March,9, 2017,Thursday,AT10304390,Docattach
March,9, 2017,Thursday,AT10300760,Docattach
March,9, 2017,Thursday,AT10319180,Docattach
March,9, 2017,Thursday,AT10321650,Docattach
March,10, 2017,Friday,AT10304880,Docattach
March,10, 2017,Friday,AT10293750,Docattach
March,10, 2017,Friday,AT10327470,Docattach
March,10, 2017,Friday,AT10317950,Docattach
March,10, 2017,Friday,AT10300670,Docattach
March,10, 2017,Friday,AT10322530,Docattach
March,14, 2017,Tuesday,AT10305850,Docattach
March,14, 2017,Tuesday,AT10330400,Docattach
March,14, 2017,Tuesday,AT10298300,Docattach
March,14, 2017,Tuesday,AT10298910,Docattach
March,14, 2017,Tuesday,AT10321720,Docattach
March,14, 2017,Tuesday,AT10310030,Docattach
March,14, 2017,Tuesday,AT10316470,Docattach
March,14, 2017,Tuesday,AT10319100,Docattach
March,20, 2017,Monday,AT10310030,Docattach
March,20, 2017,Monday,AT10321610,Docattach
March,20, 2017,Monday,AT10310630,Docattach
March,20, 2017,Monday,AT10312400,Docattach
March,20, 2017,Monday,AT10293750,Docattach
March,20, 2017,Monday,AT10305650,Docattach
March,21, 2017,Tuesday,AT10314070,Docattach
March,21, 2017,Tuesday,AT10322720,Docattach
March,21, 2017,Tuesday,AT10316340,Docattach
March,21, 2017,Tuesday,AU10002400,Docattach
March,21, 2017,Tuesday,AT10319450,Docattach
March,21, 2017,Tuesday,AT10314660,Docattach
March,21, 2017,Tuesday,AT10321190,Docattach
April,3, 2017,Monday,AT10335780,Docattach
April,3, 2017,Monday,AT10307910,Docattach
April,3, 2017,Monday,AT10336150,Docattach
April,3, 2017,Monday,AT10317020,Docattach
April,3, 2017,Monday,AT10307590,Docattach
April,5, 2017,Wednesday,AT10306150,Docattach
April,5, 2017,Wednesday,AT10320680,Docattach
April,5, 2017,Wednesday,AT10302910,Docattach
April,5, 2017,Wednesday,AT10318530,Docattach
April,5, 2017,Wednesday,AT10315730,Docattach
April,5, 2017,Wednesday,AT10303330,Docattach
April,5, 2017,Wednesday,AT10332560,Docattach
April,6, 2017,Thursday,AT10318850,Docattach
April,6, 2017,Thursday,AT10320320,Docattach
April,6, 2017,Thursday,AT10321580,Docattach
April,6, 2017,Thursday,AT10328710,Docattach
April,6, 2017,Thursday,AT10328430,Docattach
April,6, 2017,Thursday,AT10322000,Docattach
April,6, 2017,Thursday,AT10331630,Docattach
April,6, 2017,Thursday,AT10320730,Docattach
April,6, 2017,Thursday,AT10337040,Docattach
April,10, 2017,Monday,AT10338490,Docattach
April,10, 2017,Monday,AT10328580,Docattach
April,10, 2017,Monday,AT10330100,Docattach
April,10, 2017,Monday,AT10320050,Docattach
April,11, 2017,Tuesday,AT10315500,Docattach
April,11, 2017,Tuesday,AT10326570,Docattach
April,11, 2017,Tuesday,AT10322900,Docattach
April,11, 2017,Tuesday,AT10322890,Docattach
April,11, 2017,Tuesday,AT10307180,Docattach
April,11, 2017,Tuesday,AT10323620,Docattach
April,11, 2017,Tuesday,AT10322710,Docattach
April,11, 2017,Tuesday,AT10336330,Docattach
April,11, 2017,Tuesday,AT10328030,Docattach
April,17, 2017,Monday,AT10330610,Docattach
April,17, 2017,Monday,AT10329150,Docattach
April,17, 2017,Monday,AT10317480,Docattach
April,17, 2017,Monday,AT10312040,Docattach
April,18, 2017,Tuesday,AT10317460,Docattach
April,18, 2017,Tuesday,AT10312040,Docattach
April,18, 2017,Tuesday,AT10340820,Docattach
April,18, 2017,Tuesday,AT10340860,Docattach
April,18, 2017,Tuesday,AT10335180,Docattach
April,18, 2017,Tuesday,AT10322340,Docattach
April,18, 2017,Tuesday,AT10327400,Docattach
April,19, 2017,Wednesday,AU10002580,Docattach
April,19, 2017,Wednesday,AT70005880,Docattach
April,19, 2017,Wednesday,AT10315620,Docattach
April,19, 2017,Wednesday,AT10311330,Docattach
April,19, 2017,Wednesday,AT10318540,Docattach
April,19, 2017,Wednesday,AT10328050,Docattach
April,19, 2017,Wednesday,AT10330990,Docattach
April,25, 2017,Tuesday,AT10311440,Docattach
April,25, 2017,Tuesday,AT10311610,Docattach
April,25, 2017,Tuesday,AT10330760,Docattach
April,27, 2017,Thursday,AT10315560,Docattach
April,27, 2017,Thursday,AT10330530,Docattach
April,27, 2017,Thursday,AT10306860,Docattach
April,27, 2017,Thursday,AT10324580,Docattach
April,27, 2017,Thursday,AT10306540,Docattach
April,28, 2017,Friday,AT10315560,Docattach
May,1, 2017,Monday,AT10306540,Docattach
May,2, 2017,Tuesday,AT10323540,Docattach
May,2, 2017,Tuesday,AT10296110,Docattach
May,2, 2017,Tuesday,AT10303220,Docattach
May,2, 2017,Tuesday,AT10323780,Docattach
May,2, 2017,Tuesday,AT10323000,Docattach
May,2, 2017,Tuesday,AT10327010,Docattach
May,2, 2017,Tuesday,AT10317520,Docattach
May,3, 2017,Wednesday,AT10317970,Docattach
May,3, 2017,Wednesday,AT10319310,Docattach
May,3, 2017,Wednesday,AT10324410,Docattach
May,3, 2017,Wednesday,AT10320090,Docattach
May,4, 2017,Thursday,AT70005930,Docattach
May,4, 2017,Thursday,AT10345940,Docattach
May,4, 2017,Thursday,AT10345580,Docattach
May,4, 2017,Thursday,AT10327380,Docattach
May,4, 2017,Thursday,AT10309420,Docattach
May,4, 2017,Thursday,AT10332940,Docattach
May,5, 2017,Friday,AT10329170,Docattach
May,5, 2017,Friday,AT10331740,Docattach
May,5, 2017,Friday,AT10329080,Docattach
May,5, 2017,Friday,AT10324040,Docattach
May,5, 2017,Friday,AT10305670,Docattach
May,5, 2017,Friday,AT10328940,Docattach
May,9, 2017,Tuesday,AT10306090,Docattach
May,9, 2017,Tuesday,AT10320740,Docattach
May,9, 2017,Tuesday,AT10314450,Docattach
May,9, 2017,Tuesday,AT10327460,Docattach
May,9, 2017,Tuesday,AT10330690,Docattach
May,9, 2017,Tuesday,AT10327470,Docattach
May,9, 2017,Tuesday,AT10331250,Docattach
May,9, 2017,Tuesday,AT10319750,Docattach
May,10, 2017,Wednesday,AT10335390,Docattach
May,10, 2017,Wednesday,AT10345780,Docattach
May,10, 2017,Wednesday,AT10338430,Docattach
May,10, 2017,Wednesday,AT10338070,Docattach
May,10, 2017,Wednesday,AT10340010,Docattach
May,10, 2017,Wednesday,AT10331540,Docattach
May,10, 2017,Wednesday,AT10337070,Docattach
May,10, 2017,Wednesday,AT10337070,Docattach
May,10, 2017,Wednesday,AT10298240,Docattach
May,10, 2017,Wednesday,AT70005140,Docattach
May,10, 2017,Wednesday,AT10335760,Docattach
May,10, 2017,Wednesday,AT10333380,Docattach
May,11, 2017,Thursday,AT10327970,Docattach
May,11, 2017,Thursday,AT10318740,Docattach
May,11, 2017,Thursday,AT10318730,Docattach
May,11, 2017,Thursday,AT10336570,Docattach
May,12, 2017,Friday,AT10330360,Docattach
May,12, 2017,Friday,AT10316660,Docattach
May,12, 2017,Friday,AT10323480,Docattach
May,12, 2017,Friday,AT70006210,Docattach
May,12, 2017,Friday,AT10302050,Docattach
May,15, 2017,Monday,AT10331190,Docattach
May,15, 2017,Monday,AT10302680,Docattach
May,15, 2017,Monday,AT10311100,Docattach
May,15, 2017,Monday,AT10302680,Docattach
May,15, 2017,Monday,AT10329470,Docattach
May,15, 2017,Monday,AT10332630,Docattach
May,15, 2017,Monday,AT10329470,Docattach
May,17, 2017,Wednesday,AT10332630,Docattach
May,18, 2017,Thursday,AT10347680,Docattach
May,18, 2017,Thursday,AT70006210,Docattach
May,18, 2017,Thursday,AT10334710,Docattach
May,18, 2017,Thursday,AT10326890,Docattach
May,18, 2017,Thursday,AT10335230,Docattach
May,18, 2017,Thursday,AT10323440,Docattach
May,18, 2017,Thursday,AT10336690,Docattach
May,18, 2017,Thursday,AT10338820,Docattach
May,23, 2017,Tuesday,AT10317680,Docattach
May,23, 2017,Tuesday,AT10333390,Docattach
May,23, 2017,Tuesday,AT10350460,Docattach
May,23, 2017,Tuesday,AT10347480,Docattach
May,23, 2017,Tuesday,AT10350870,Docattach
May,23, 2017,Tuesday,AT10350880,Docattach
May,23, 2017,Tuesday,AT10318690,Docattach
May,23, 2017,Tuesday,AT10335860,Docattach
May,23, 2017,Tuesday,AT10347180,Docattach
May,24, 2017,Wednesday,AT10350880,Docattach
May,24, 2017,Wednesday,AT10328810,Docattach
May,24, 2017,Wednesday,AT10333940,Docattach
May,24, 2017,Wednesday,AT10338390,Docattach
May,24, 2017,Wednesday,AT10346290,Docattach
May,24, 2017,Wednesday,AT10339430,Docattach
May,24, 2017,Wednesday,AT10342090,Docattach
May,24, 2017,Wednesday,AT10306870,Docattach
May,24, 2017,Wednesday,AT10340880,Docattach
May,24, 2017,Wednesday,AT10337620,Docattach
May,24, 2017,Wednesday,AT10339450,Docattach
May,25, 2017,Thursday,AT10328810,Docattach
May,25, 2017,Thursday,AT10317370,Docattach
May,25, 2017,Thursday,AT10324500,Docattach
May,25, 2017,Thursday,AT10320890,Docattach
May,25, 2017,Thursday,AT10342900,Docattach
May,25, 2017,Thursday,AT10350790,Docattach
May,25, 2017,Thursday,AT10324510,Docattach
May,25, 2017,Thursday,AT10325690,Docattach
May,25, 2017,Thursday,AT10310280,Docattach
June,1, 2017,Thursday,AT10340790,Docattach
June,1, 2017,Thursday,AT10319880,Docattach
June,1, 2017,Thursday,AT10341170,Docattach
June,1, 2017,Thursday,AT10339360,Docattach
June,1, 2017,Thursday,AT10340100,Docattach
June,1, 2017,Thursday,AT10327680,Docattach
June,1, 2017,Thursday,AT10333760,Docattach
June,1, 2017,Thursday,AT10339160,Docattach
June,1, 2017,Thursday,AT10330330,Docattach
June,2, 2017,Friday,AT10338640,Docattach
June,2, 2017,Friday,AT10340210,Docattach
June,2, 2017,Friday,AT10353260,Docattach
June,2, 2017,Friday,AT10339050,Docattach
June,2, 2017,Friday,AT10351930,Docattach
June,2, 2017,Friday,AT10328410,Docattach
June,7, 2017,Wednesday,AT10333390,Docattach
June,7, 2017,Wednesday,AT10342860,Docattach
June,7, 2017,Wednesday,AT10335510,Docattach
June,7, 2017,Wednesday,AT10341160,Docattach
June,8, 2017,Thursday,AT10332300,Docattach
June,8, 2017,Thursday,AT10332330,Docattach
June,8, 2017,Thursday,AT10326160,Docattach
June,8, 2017,Thursday,AT10333750,Docattach
June,8, 2017,Thursday,AT10346770,Docattach
June,9, 2017,Friday,AT10342720,Docattach
June,9, 2017,Friday,AT10344240,Docattach
June,9, 2017,Friday,AT10337990,Docattach
June,9, 2017,Friday,AT10340390,Docattach
June,9, 2017,Friday,AT10355670,Docattach
June,9, 2017,Friday,AT10340880,Docattach
June,9, 2017,Friday,AT10338360,Docattach
June,13, 2017,Tuesday,AT10354640,Docattach
June,13, 2017,Tuesday,AT10324100,Docattach
June,13, 2017,Tuesday,AT10333000,Docattach
June,13, 2017,Tuesday,AT10324340,Docattach
June,13, 2017,Tuesday,AT10348950,Docattach
June,13, 2017,Tuesday,AT10348540,Docattach
June,13, 2017,Tuesday,AT10340790,Docattach
June,13, 2017,Tuesday,AT10355870,Docattach
June,13, 2017,Tuesday,AT10356200,Docattach
June,13, 2017,Tuesday,AT10345560,Docattach
June,15, 2017,Thursday,AT10343090,Docattach
June,15, 2017,Thursday,AT10332420,Docattach
June,15, 2017,Thursday,AT10342200,Docattach
June,15, 2017,Thursday,AT10333360,Docattach
June,15, 2017,Thursday,AT10348060,Docattach
June,15, 2017,Thursday,AT10338530,Docattach
June,15, 2017,Thursday,AT10341670,Docattach
June,15, 2017,Thursday,AT10342250,Docattach
June,15, 2017,Thursday,AT10350690,Docattach
June,16, 2017,Friday,AT10328690,Docattach
June,16, 2017,Friday,AT10334920,Docattach
June,16, 2017,Friday,AT10318800,Docattach
June,16, 2017,Friday,AT10337640,Docattach
June,16, 2017,Friday,AT10316780,Docattach
June,16, 2017,Friday,AT10337660,Docattach
June,16, 2017,Friday,AT10334430,Docattach
July,6, 2017,Thursday,AT10337150,Docattach
July,6, 2017,Thursday,AT10338530,Docattach
July,6, 2017,Thursday,AT10355730,Docattach
July,6, 2017,Thursday,AT10318690,Docattach
July,6, 2017,Thursday,AT10351230,Docattach
July,6, 2017,Thursday,AT10323890,Docattach
July,7, 2017,Friday,AT10337150,Docattach
July,11, 2017,Tuesday,AT10340620,Docattach
July,11, 2017,Tuesday,AT10352140,Docattach
July,11, 2017,Tuesday,AT10348500,Docattach
July,11, 2017,Tuesday,AT10346050,Docattach
July,11, 2017,Tuesday,AT10318690,Docattach
July,11, 2017,Tuesday,AT10333750,Docattach
July,11, 2017,Tuesday,AT10349960,Docattach
July,11, 2017,Tuesday,AT10361890,Docattach
July,12, 2017,Wednesday,AT10344010,Docattach
July,12, 2017,Wednesday,AT10353540,Docattach
July,12, 2017,Wednesday,AT10355830,Docattach
July,12, 2017,Wednesday,AT10356360,Docattach
July,12, 2017,Wednesday,AT10346540,Docattach
July,12, 2017,Wednesday,AT10362720,Docattach
July,12, 2017,Wednesday,AT10137570,Docattach
July,12, 2017,Wednesday,AT10327920,Docattach
July,12, 2017,Wednesday,AT10337890,Docattach
July,13, 2017,Thursday,AT10363180,Docattach
July,13, 2017,Thursday,AT10362710,Docattach
July,13, 2017,Thursday,AT10323890,Docattach
July,13, 2017,Thursday,AT10337890,Docattach
July,13, 2017,Thursday,AT10363020,Docattach
July,13, 2017,Thursday,AT10353140,Docattach
July,13, 2017,Thursday,AT10363110,Docattach
July,13, 2017,Thursday,AT10355080,Docattach
July,13, 2017,Thursday,AT10320160,Docattach
July,18, 2017,Tuesday,AT10363000,Docattach
July,18, 2017,Tuesday,AT10344060,Docattach
July,18, 2017,Tuesday,AT10325160,Docattach
July,18, 2017,Tuesday,AT10344060,Docattach
July,18, 2017,Tuesday,AT10329830,Docattach
July,18, 2017,Tuesday,AT10364160,Docattach
July,18, 2017,Tuesday,AT10320150,Docattach
July,18, 2017,Tuesday,AT10345420,Docattach
July,18, 2017,Tuesday,AT10329220,Docattach
July,18, 2017,Tuesday,AT10364460,Docattach
July,18, 2017,Tuesday,AT10334950,Docattach
July,18, 2017,Tuesday,AT10364550,Docattach
July,18, 2017,Tuesday,AT10360210,Docattach
July,18, 2017,Tuesday,AT10344300,Docattach
July,19, 2017,Wednesday,AT10345420,Docattach
July,19, 2017,Wednesday,AT10362790,Docattach
July,19, 2017,Wednesday,AT10363540,Docattach
July,19, 2017,Wednesday,AT10343690,Docattach
July,19, 2017,Wednesday,AT10364640,Docattach
July,19, 2017,Wednesday,AT10341920,Docattach
July,19, 2017,Wednesday,AT10332520,Docattach
July,19, 2017,Wednesday,AT10341530,Docattach
July,19, 2017,Wednesday,AT10357970,Docattach
July,19, 2017,Wednesday,AT10364810,Docattach
July,19, 2017,Wednesday,AT10364880,Docattach
July,19, 2017,Wednesday,AT10365760,Docattach
July,19, 2017,Wednesday,AT10350520,Docattach
July,19, 2017,Wednesday,AT10348400,Docattach
July,19, 2017,Wednesday,AT10349920,Docattach
July,19, 2017,Wednesday,AT10353000,Docattach
July,19, 2017,Wednesday,AT10357920,Docattach
July,19, 2017,Wednesday,AT10325640,Docattach
July,19, 2017,Wednesday,AT10346970,Docattach
July,19, 2017,Wednesday,AT10345250,Docattach
July,19, 2017,Wednesday,AT10336530,Docattach
July,19, 2017,Wednesday,AT10357570,Docattach
July,20, 2017,Thursday,AT10357570,Docattach
July,21, 2017,Friday,AT10354000,Docattach
July,21, 2017,Friday,AT10351590,Docattach
July,21, 2017,Friday,XXXXXXXX,Docattach
July,21, 2017,Friday,AT10364990,Docattach
July,21, 2017,Friday,AT10364960,Docattach
July,21, 2017,Friday,AT10347420,Docattach
July,21, 2017,Friday,AT10365270,Docattach
July,21, 2017,Friday,AT10345530,Docattach
July,21, 2017,Friday,AT10344590,Docattach
July,21, 2017,Friday,AT10343990,Docattach
July,21, 2017,Friday,AT10350590,Docattach
July,21, 2017,Friday,AT10344140,Docattach
July,21, 2017,Friday,AT10349100,Docattach
July,21, 2017,Friday,AT10365600,Docattach
July,21, 2017,Friday,AT10350590,Docattach
July,24, 2017,Monday,AT10354000,Docattach
July,26, 2017,Wednesday,AT10347180,Docattach
July,26, 2017,Wednesday,AT10340340,Docattach
July,26, 2017,Wednesday,AT10344290,Docattach
July,26, 2017,Wednesday,AT10355720,Docattach
July,26, 2017,Wednesday,AT10344610,Docattach
July,26, 2017,Wednesday,AT10318710,Docattach
July,26, 2017,Wednesday,AT10321370,Docattach
July,29, 2017,Saturday,AT10333850,Docattach
July,29, 2017,Saturday,AT10328140,Docattach
July,29, 2017,Saturday,AT10328130,Docattach
July,29, 2017,Saturday,AT10359640,Docattach
July,29, 2017,Saturday,AT10362130,Docattach
July,29, 2017,Saturday,AT10335820,Docattach
August,25, 2017,Friday,AT10118230,Docattach
August,25, 2017,Friday,AT10355910,Docattach
August,25, 2017,Friday,AT10355040,Docattach
August,25, 2017,Friday,AT10362010,Docattach
August,25, 2017,Friday,AT10363610,Docattach
August,25, 2017,Friday,AT10360160,Docattach
August,25, 2017,Friday,AT10350150,Docattach
August,28, 2017,Monday,AT10319210,Docattach
August,30, 2017,Wednesday,AT10365750,Docattach
September,8, 2017,Friday,AT10353700,Docattach
September,8, 2017,Friday,AT10374660,Docattach
September,8, 2017,Friday,AT10368200,Docattach
September,25, 2017,Monday,AT10356300,Docattach
September,25, 2017,Monday,AT10360520,Docattach
September,26, 2017,Tuesday,AT10342810,Docattach
September,26, 2017,Tuesday,LTC5219020,Docattach
September,26, 2017,Tuesday,LTC5223010,Docattach
September,26, 2017,Tuesday,LTC5227620,Docattach
September,26, 2017,Tuesday,AT10361280,Docattach
September,26, 2017,Tuesday,LTC5230550,Docattach
September,26, 2017,Tuesday,LTC5231680,Docattach
September,26, 2017,Tuesday,LTC5232660,Docattach
September,26, 2017,Tuesday,AT10332410,Docattach
September,27, 2017,Wednesday,AT10374060,Docattach
September,27, 2017,Wednesday,AT10368350,Docattach
September,27, 2017,Wednesday,AT10375360,Docattach
September,27, 2017,Wednesday,AT10377630,Docattach
September,27, 2017,Wednesday,AT10340230,Docattach
September,27, 2017,Wednesday,AT10348920,Docattach
September,27, 2017,Wednesday,AT10352000,Docattach
September,28, 2017,Thursday,LTC5231700,Docattach
September,28, 2017,Thursday,AT10358290,Docattach
September,28, 2017,Thursday,AT10358880,Docattach
September,28, 2017,Thursday,AT10358790,Docattach
September,29, 2017,Friday,AT10368390,Docattach
September,29, 2017,Friday,AT10361770,Docattach
September,29, 2017,Friday,AT10362560,Docattach
September,29, 2017,Friday,AT10372700,Docattach
September,29, 2017,Friday,AT10367090,Docattach
September,29, 2017,Friday,AT10364330,Docattach
September,29, 2017,Friday,AT10363760,Docattach
September,29, 2017,Friday,AT10367100,Docattach
October,2, 2017,Monday,AT10335910,Docattach
October,2, 2017,Monday,AT10340340,Docattach
October,2, 2017,Monday,AT10341220,Docattach
October,2, 2017,Monday,AT10346830,Docattach
October,2, 2017,Monday,AT10348070,Docattach
October,2, 2017,Monday,AT10349200,Docattach
October,2, 2017,Monday,AT10350950,Docattach
October,2, 2017,Monday,AT10351790,Docattach
October,2, 2017,Monday,AT10352620,Docattach
October,2, 2017,Monday,AT10352770,Docattach
October,4, 2017,Wednesday,AT10373800,Docattach
October,4, 2017,Wednesday,AT10339880,Docattach
October,4, 2017,Wednesday,AT10353260,Docattach
October,4, 2017,Wednesday,AT10358040,Docattach
October,4, 2017,Wednesday,AT10359730,Docattach
October,4, 2017,Wednesday,AT10359860,Docattach
October,4, 2017,Wednesday,AT10356170,Docattach
October,4, 2017,Wednesday,AT10361400,Docattach
October,5, 2017,Thursday,AT10363330,Docattach
October,5, 2017,Thursday,AT10366140,Docattach
October,5, 2017,Thursday,AT10368050,Docattach
October,5, 2017,Thursday,AT10368550,Docattach
October,5, 2017,Thursday,AT10368820,Docattach
October,5, 2017,Thursday,AT10368870,Docattach
October,5, 2017,Thursday,AT10369540,Docattach
October,5, 2017,Thursday,AT10369550,Docattach
October,5, 2017,Thursday,AT10371940,Docattach
October,5, 2017,Thursday,AT10372580,Docattach
October,5, 2017,Thursday,AT10373550,Docattach
October,5, 2017,Thursday,AT10375500,Docattach
October,11, 2017,Wednesday,AT10370220,Docattach
October,11, 2017,Wednesday,AT10370520,Docattach
October,11, 2017,Wednesday,AT10370970,Docattach
October,11, 2017,Wednesday,AT10372900,Docattach
October,11, 2017,Wednesday,AT10376930,Docattach
October,11, 2017,Wednesday,AT10346470,Docattach
October,12, 2017,Thursday,AT10347580,Docattach
October,12, 2017,Thursday,AT10350010,Docattach
October,12, 2017,Thursday,LTC5223010,Docattach
October,12, 2017,Thursday,AT10355370,Docattach
October,12, 2017,Thursday,LTC5230410,Docattach
October,12, 2017,Thursday,AT10367540,Docattach
October,12, 2017,Thursday,AT10368350,Docattach
October,12, 2017,Thursday,AT10371450,Docattach
October,12, 2017,Thursday,AT10373610,Docattach
October,16, 2017,Monday,AT10360840,Docattach
October,16, 2017,Monday,AT10363810,Docattach
October,16, 2017,Monday,LTC5231210,Docattach
October,16, 2017,Monday,AT10365820,Docattach
October,16, 2017,Monday,AT10368020,Docattach
October,16, 2017,Monday,AT10384420,Docattach
October,16, 2017,Monday,AT10384530,Docattach
October,16, 2017,Monday,AT10385470,Docattach
October,16, 2017,Monday,AT10385120,Docattach
October,16, 2017,Monday,AT10384750,Docattach
October,16, 2017,Monday,AT10384600,Docattach
October,16, 2017,Monday,AT10372190,Docattach
October,16, 2017,Monday,AT10357080,Docattach
October,16, 2017,Monday,AT10358880,Docattach
October,18, 2017,Wednesday,AT10355540,Docattach
October,18, 2017,Wednesday,AT10331860,Docattach
October,18, 2017,Wednesday,AT10340150,Docattach
October,18, 2017,Wednesday,AT10340830,Docattach
October,18, 2017,Wednesday,AT10346830,Docattach
October,18, 2017,Wednesday,AT10347910,Docattach
October,18, 2017,Wednesday,AT10364540,Docattach
October,18, 2017,Wednesday,AT10366250,Docattach
October,20, 2017,Friday,AT10361400,Docattach
October,20, 2017,Friday,AT10344960,Docattach
October,20, 2017,Friday,AT10354970,Docattach
October,20, 2017,Friday,AT10362670,Docattach
October,20, 2017,Friday,AT10367590,Docattach
October,20, 2017,Friday,AT10368560,Docattach
October,20, 2017,Friday,AT10369840,Docattach
October,20, 2017,Friday,AT10372250,Docattach
October,20, 2017,Friday,AT10375810,Docattach
October,20, 2017,Friday,AT10352990,Docattach
October,23, 2017,Monday,AT10363360,Docattach
October,23, 2017,Monday,AT10371260,Docattach
October,23, 2017,Monday,AT10342820,Docattach
October,23, 2017,Monday,AT10345410,Docattach
October,23, 2017,Monday,AT10353260,Docattach
October,23, 2017,Monday,AT10356910,Docattach
October,23, 2017,Monday,AT10357020,Docattach
October,23, 2017,Monday,AT10359730,Docattach
October,23, 2017,Monday,AT10362630,Docattach
October,23, 2017,Monday,AT10362790,Docattach
October,23, 2017,Monday,AT10366010,Docattach
October,23, 2017,Monday,AT10366830,Docattach
October,23, 2017,Monday,AT10313300,Docattach
October,27, 2017,Friday,AT70006070,Docattach
October,27, 2017,Friday,AT10333620,Docattach
October,27, 2017,Friday,AT10384200,Docattach
October,27, 2017,Friday,AT10382940,Docattach
October,27, 2017,Friday,AT10333620,Docattach
October,30, 2017,Monday,AT10374110,Docattach
October,30, 2017,Monday,AT10351350,Docattach
October,30, 2017,Monday,AT10333620,Docattach
November,2, 2017,Thursday,AT10376300,Docattach
November,7, 2017,Tuesday,AT10371390,Docattach
November,7, 2017,Tuesday,AT10379930,Docattach
November,7, 2017,Tuesday,AT10361660,Docattach
