Date,Policy #,Processing Done
"Thursday, December 13, 2018",VP66333350,Reissue
"Thursday, December 13, 2018",VF53378980,Reissue
"Thursday, December 13, 2018",VF53333810,Apply Check
"Thursday, December 13, 2018",VF53337730,Apply Check
"Thursday, December 13, 2018",VF53317780,Docattach
"Thursday, December 13, 2018",VP66334630,Paycase
"Thursday, December 13, 2018",VP66339380,Paycase
"Thursday, December 13, 2018",VF53370020,Paycase
"Thursday, December 13, 2018",VF53380550,Paycase
"Thursday, December 13, 2018",VF53368930,Paycase
"Thursday, December 13, 2018",VF53330190,Paycase
"Thursday, December 13, 2018",VF53370040,Paycase
"Thursday, December 13, 2018",VP66340210,Docattach
"Thursday, December 13, 2018",VP66337190,Reissue
"Friday, December 14, 2018",VF53378980,Reissue
"Friday, December 14, 2018",VF53348470 ,Reissue
"Friday, December 14, 2018",VF53342740,Reissue
"Friday, December 14, 2018",VP66333350,Paycase
"Friday, December 14, 2018",VF53371150,Docattach
"Friday, December 14, 2018",VP66337190,Reissue
"Monday, December 17, 2018",VF53378980,Reissue
"Monday, December 17, 2018",VF53359800,Docattach
"Monday, December 17, 2018",VF53370850,SIT set up
"Monday, December 17, 2018",VF53364050,Docattach
"Tuesday, December 18, 2018",VP66341660,Docattach
"Tuesday, December 18, 2018",VF53392980,Docattach
"Tuesday, December 18, 2018",VP66334090,Paycase
"Tuesday, December 18, 2018",VP66344070,Paycase
"Tuesday, December 18, 2018",VF53354530,Paycase
"Tuesday, December 18, 2018",VP66338090,Paycase
"Tuesday, December 18, 2018",VP66331680,Reissue
"Tuesday, December 18, 2018",VF53329660,Docattach
"Tuesday, December 18, 2018",VF53378480,Docattach
"Tuesday, December 18, 2018",VP66341670,Docattach
"Wednesday, December 19, 2018",VF53333810,Apply Check
"Wednesday, December 19, 2018",VF53395390,Apply Check
"Wednesday, December 19, 2018",VF53359790,SIT set up
"Wednesday, December 19, 2018",VP66331680,Reissue
"Wednesday, December 19, 2018",VF53381110,Paycase
"Wednesday, December 19, 2018",VF53383510,SIT set up
"Wednesday, December 19, 2018",VF53399720,EFT TIA
"Wednesday, December 19, 2018",VF53344650,Reissue
"Wednesday, December 19, 2018",VF53392980,Docattach
"Wednesday, December 19, 2018",VF53372350,Docattach
"Wednesday, December 19, 2018",VP66341220,Docattach
"Wednesday, December 19, 2018",VF53369830,Docattach
"Wednesday, December 19, 2018",VF53371260,Docattach
"Wednesday, December 19, 2018",VP66339630,Reissue
"Wednesday, December 19, 2018",VP66339650,Reissue
"Wednesday, December 19, 2018",VF53362300,Docattach
"Thursday, December 20, 2018",VF53361160,Docattach
"Thursday, December 20, 2018",VF53390010,Docattach
"Thursday, December 20, 2018",VP66339650,Reissue
"Thursday, December 20, 2018",VF53344650,Reissue
"Thursday, December 20, 2018",VP66339630,Reissue
"Thursday, December 20, 2018",VF53391150,Paycase
"Thursday, December 20, 2018",VF53366020,Docattach
"Thursday, December 20, 2018",VF53302700,Docattach
"Thursday, December 20, 2018",VF53366780,Docattach
"Thursday, December 20, 2018",VP66341130,Docattach
"Thursday, December 20, 2018",VF53363750,Docattach
"Thursday, December 20, 2018",VF53386250,Paycase
"Thursday, December 20, 2018",VP66337980,Paycase
"Thursday, December 20, 2018",VF53359540,Docattach
"Thursday, December 20, 2018",VF53355880,Paycase
"Thursday, December 20, 2018",VF53367530,Paycase
"Thursday, December 20, 2018",VF53330420,Paycase
"Thursday, December 20, 2018",VF53386050,Paycase
"Friday, December 21, 2018",VF53395390,Apply Check
"Friday, December 21, 2018",VF53375100,Docattach
"Friday, December 21, 2018",VF53390520,Docattach
"Friday, December 21, 2018",VF53391150,Paycase
"Friday, December 21, 2018",VF53344650,Reissue
"Friday, December 21, 2018",VF53363060,Docattach
"Friday, December 21, 2018",VP66343780,Paycase
"Friday, December 21, 2018",VF53391020,Docattach
"Friday, December 21, 2018",VF53393870,Paycase
"Friday, December 21, 2018",VF53386710,Paycase
"Friday, December 21, 2018",VF53399590,Apply Check
"Friday, December 21, 2018",VF53381850,Docattach
"Friday, December 21, 2018",VF53356550,Docattach
"Friday, December 21, 2018",VF53377180,Paycase
"Friday, December 21, 2018",VF53373600,Docattach
"Friday, December 21, 2018",VF53401560,Apply Check
"Wednesday, December 26, 2018",VF53326530 ,Docattach
"Wednesday, December 26, 2018",VF53326100,Docattach
"Wednesday, December 26, 2018",VF53381180,Docattach
"Wednesday, December 26, 2018",VF53381850 ,Docattach
"Wednesday, December 26, 2018",VF53381860,Docattach
"Wednesday, December 26, 2018",VF53381850 ,Docattach
"Wednesday, December 26, 2018",VF53381860,Docattach
"Wednesday, December 26, 2018",VF53305250,Docattach
"Wednesday, December 26, 2018",VF53399970,Docattach
"Wednesday, December 26, 2018",VF53381770,Docattach
"Wednesday, December 26, 2018",VP66334580,Reissue
"Wednesday, December 26, 2018",VP66339790,Docattach
"Friday, December 28, 2018",VF53299680,Docattach
"Friday, December 28, 2018",VF53317120 ,Docattach
"Friday, December 28, 2018",VF53402790,EFT TIA
"Friday, December 28, 2018",VF53388950,Paycase
"Friday, December 28, 2018",VP66343130,Docattach
"Friday, December 28, 2018",VF53299680,Docattach
"Friday, December 28, 2018",VP66348160,Docattach
"Friday, December 28, 2018",VF53396430 ,Paycase
"Friday, December 28, 2018",VF53392870,Docattach
"Monday, December 31, 2018",VF53361910 ,Docattach
"Monday, December 31, 2018",VF53382470,Docattach
"Monday, December 31, 2018",VP66335770,Apply Check
"Monday, December 31, 2018",VF53381940,Apply Check
"Monday, December 31, 2018",VF53309620,Apply Check
"Wednesday, January 2, 2019",VF53400980,SIT set up
"Wednesday, January 2, 2019",VP66343120,Docattach
"Wednesday, January 2, 2019",VF53369970,Paycase
"Wednesday, January 2, 2019",VP66339530,Docattach
"Wednesday, January 2, 2019",VF53350460,Docattach
"Wednesday, January 2, 2019",VP66335150,Reissue
"Wednesday, January 2, 2019",VF53284060,Docattach
"Wednesday, January 2, 2019",VP66337260,Reissue
"Wednesday, January 2, 2019",VF53403760,EFT TIA
"Wednesday, January 2, 2019",VF53374090,Reissue
"Wednesday, January 2, 2019",VF53403930,EFT TIA
"Wednesday, January 2, 2019",VF53404150,EFT TIA
"Wednesday, January 2, 2019",VF53404170,EFT TIA
"Wednesday, January 2, 2019",VF53362060,Docattach
"Wednesday, January 2, 2019",VF53366590,Paycase
"Wednesday, January 2, 2019",VF53372740,Docattach
"Thursday, January 3, 2019",VP66335150,Reissue
"Thursday, January 3, 2019",VP66337260,Reissue
"Thursday, January 3, 2019",VF53374090,Reissue
"Thursday, January 3, 2019",VF53381250,Paycase
"Friday, January 4, 2019",VF53389490,SIT set up
"Friday, January 4, 2019",VF53309620,Reissue
"Friday, January 4, 2019",VP66345590,Paycase
"Friday, January 4, 2019",VF53365710,Paycase
"Friday, January 4, 2019",VF53240160,Paycase
"Friday, January 4, 2019",VF53361270,Apply Check
"Friday, January 4, 2019",VF53360990,Apply Check
"Friday, January 4, 2019",VF53299680,Refund
"Friday, January 4, 2019",VF53371370,Paycase
"Friday, January 4, 2019",VP66346810,Docattach
"Friday, January 4, 2019",VF53357690,Docattach
"Friday, January 4, 2019",VF53304370,Docattach
"Monday, January 7, 2019",VF53299680,Refund
"Monday, January 7, 2019",VF53402190,SIT set up
"Monday, January 7, 2019",VF53352280,Docattach
"Monday, January 7, 2019",VP66341430,Paycase
"Monday, January 7, 2019",VP66344120,Reissue
"Monday, January 7, 2019",VF53402810,Reissue
"Monday, January 7, 2019",VF53381400,Reissue
"Monday, January 7, 2019",VF53373600,Docattach
"Monday, January 7, 2019",VF53320610,Docattach
"Tuesday, January 8, 2019",VP66344120,Reissue
"Tuesday, January 8, 2019",VF53402810,Reissue
"Tuesday, January 8, 2019",VF53381400,Reissue
"Tuesday, January 8, 2019",VP66339980,Reissue
"Tuesday, January 8, 2019",VP66331670,Docattach
"Tuesday, January 8, 2019",VF53401970,Docattach
"Tuesday, January 8, 2019",VF53363050,Docattach
"Tuesday, January 8, 2019",VF53389650,Paycase
"Wednesday, January 9, 2019",VP66339980,Reissue
"Wednesday, January 9, 2019",VF53404010,EFT TIA
"Wednesday, January 9, 2019",VP66341930,Paycase
"Wednesday, January 9, 2019",VP66339740,Paycase
"Wednesday, January 9, 2019",VF53406830,EFT TIA
"Wednesday, January 9, 2019",VP66334850,Docattach
"Wednesday, January 9, 2019",VP66338280,Docattach
"Wednesday, January 9, 2019",VF53382390,Docattach
"Wednesday, January 9, 2019",VF53401870,Paycase
"Wednesday, January 9, 2019",VF53401210,Docattach
"Wednesday, January 9, 2019",VF53344760,Reissue
"Wednesday, January 9, 2019",VF53372580,Reissue
"Wednesday, January 9, 2019",VF53374610,Paycase
"Wednesday, January 9, 2019",VP66343690,Docattach
"Wednesday, January 9, 2019",VF53370960,Docattach
"Wednesday, January 9, 2019",VF53376740,Docattach
"Wednesday, January 9, 2019",VF53400780,Docattach
"Wednesday, January 9, 2019",VF53401380,Docattach
"Thursday, January 10, 2019",VF53344760,Reissue
"Thursday, January 10, 2019",VF53372580,Reissue
"Thursday, January 10, 2019",VF53391220,Apply Check
"Thursday, January 10, 2019",VP66341370,Paycase
"Thursday, January 10, 2019",VP66343690,Docattach
"Thursday, January 10, 2019",VP66339450,Docattach
"Thursday, January 10, 2019",VF53401530,SIT set up
"Thursday, January 10, 2019",VP66342840,Reissue
"Thursday, January 10, 2019",VP66349210,Paycase
"Thursday, January 10, 2019",VF53372590,Reissue
"Thursday, January 10, 2019",VP66345590,Reissue
"Thursday, January 10, 2019",VP66341530,Docattach
"Thursday, January 10, 2019",VF53321730,Docattach
"Thursday, January 10, 2019",VF53387950,Paycase
"Thursday, January 10, 2019",VF53350120,Docattach
"Friday, January 11, 2019",VF53391220,Apply Check
"Friday, January 11, 2019",VF53372590,Reissue
"Friday, January 11, 2019",VP66342840,Reissue
"Friday, January 11, 2019",VP66345590,Reissue
"Friday, January 11, 2019",VF53373920,Reissue
"Friday, January 11, 2019",VF53349490,Paycase
"Friday, January 11, 2019",VF53360260,Paycase
"Friday, January 11, 2019",VF53393580,Paycase
"Friday, January 11, 2019",VF53391220,Reissue
"Friday, January 11, 2019",VP66334850,Docattach
"Monday, January 14, 2019",VF53391220,Reissue
"Monday, January 14, 2019",VP66339380,Reissue
"Monday, January 14, 2019",VF53361510,Reissue
"Monday, January 14, 2019",VF53340550,Paycase
"Monday, January 14, 2019",VF53406730,Apply Check
"Monday, January 14, 2019",VF53382060,Paycase
"Monday, January 14, 2019",VF53369890,Paycase
"Monday, January 14, 2019",VF53348680,Docattach
"Monday, January 14, 2019",VF53355720,Docattach
"Monday, January 14, 2019",VP66349560,Paycase
"Tuesday, January 15, 2019",VF53377180,Docattach
"Tuesday, January 15, 2019",VP66349560,Paycase
"Tuesday, January 15, 2019",VP66341680,Paycase
"Tuesday, January 15, 2019",VF53283240,Reissue
"Tuesday, January 15, 2019",VF53373020,Paycase
"Tuesday, January 15, 2019",VP66344950,Paycase
"Tuesday, January 15, 2019",VF53402080,Paycase
"Tuesday, January 15, 2019",VF53339780,Reissue
"Tuesday, January 15, 2019",VP66336900,Reissue
"Tuesday, January 15, 2019",VF53352970,SIT set up
"Tuesday, January 15, 2019",VP66344730,Paycase
"Tuesday, January 15, 2019",VF53343340,Paycase
"Tuesday, January 15, 2019",VF53384070,Paycase
"Tuesday, January 15, 2019",VF53409000,EFT TIA
"Tuesday, January 15, 2019",VF53354960,Docattach
"Tuesday, January 15, 2019",VF53390010,Paycase
"Tuesday, January 15, 2019",VF53350830,Paycase
"Tuesday, January 15, 2019",VP66339580,Reissue
"Tuesday, January 15, 2019",VF53303920,Docattach
"Wednesday, January 16, 2019",VF53402080,Docattach
"Wednesday, January 16, 2019",VP66339580,Reissue
"Wednesday, January 16, 2019",VF53283240,Reissue
"Wednesday, January 16, 2019",VF53339780,Reissue
"Wednesday, January 16, 2019",VP66336900,Reissue
"Wednesday, January 16, 2019",VF53343340,Paycase
"Wednesday, January 16, 2019",VF53283240,Reissue
"Wednesday, January 16, 2019",VF53360390,Paycase
"Wednesday, January 16, 2019",VF53380390,Paycase
"Wednesday, January 16, 2019",VP66343600,Paycase
"Wednesday, January 16, 2019",VP66339250,Docattach
"Wednesday, January 16, 2019",VF53355230,Docattach
"Thursday, January 17, 2019",VF53373360,Paycase
"Thursday, January 17, 2019",VP66336890,Docattach
"Friday, January 18, 2019",VF53388510,Paycase
"Friday, January 18, 2019",VF53361000,Docattach
"Friday, January 18, 2019",VF53408960,EFT TIA
"Friday, January 18, 2019",VF53351760,Docattach
"Friday, January 18, 2019",VF53341690,Docattach
"Friday, January 18, 2019",VF53308620,Paycase
"Friday, January 18, 2019",VF53359800,Refund
"Friday, January 18, 2019",VF53369990,Docattach
"Friday, January 18, 2019",VP66346140,Docattach
"Tuesday, January 22, 2019",VP66341470,Docattach
"Tuesday, January 22, 2019",VF53359800,Refund
"Tuesday, January 22, 2019",VF53362990,Paycase
"Tuesday, January 22, 2019",VF53397110,Paycase
"Tuesday, January 22, 2019",VF53377190,Paycase
"Tuesday, January 22, 2019",VF53410850,Apply Check
"Tuesday, January 22, 2019",VF53388700,Docattach
"Tuesday, January 22, 2019",VF53368810,Paycase
"Tuesday, January 22, 2019",VP66345630,Paycase
"Tuesday, January 22, 2019",VF53403070,Paycase
"Tuesday, January 22, 2019",VF53317780,Docattach
"Tuesday, January 22, 2019",VF53381300,Docattach
"Tuesday, January 22, 2019",VF53399420,Paycase
"Tuesday, January 22, 2019",VP66344980,Paycase
"Tuesday, January 22, 2019",VP66336890,Docattach
"Tuesday, January 22, 2019",VP66340360,Docattach
"Tuesday, January 22, 2019",VP66342960,Docattach
"Tuesday, January 22, 2019",VP66344550,Docattach
"Wednesday, January 23, 2019",VF53402040,Refund
"Wednesday, January 23, 2019",VF53391950,Docattach
"Wednesday, January 23, 2019",VF53381030,SIT set up
"Wednesday, January 23, 2019",VP66345070,Paycase
"Wednesday, January 23, 2019",VP66340810,Paycase
"Wednesday, January 23, 2019",VP66342080,Paycase
"Wednesday, January 23, 2019",VP66346110,Docattach
"Wednesday, January 23, 2019",VP66346120,Docattach
"Wednesday, January 23, 2019",VF53378100,Docattach
"Wednesday, January 23, 2019",VF53388520,Paycase
"Wednesday, January 23, 2019",VF53389350,Paycase
"Wednesday, January 23, 2019",VF53386150,Paycase
"Wednesday, January 23, 2019",VF53339700,Docattach
"Wednesday, January 23, 2019",VP66346420,Paycase
"Wednesday, January 23, 2019",VF53400770,Docattach
"Thursday, January 24, 2019",VF53369400,Paycase
"Thursday, January 24, 2019",VF53394350,Paycase
"Thursday, January 24, 2019",VP66323180,Paycase
"Thursday, January 24, 2019",VF53401810,Docattach
"Thursday, January 24, 2019",VF53370770,Docattach
"Thursday, January 24, 2019",VF53396490,Docattach
"Monday, January 28, 2019",VP66344010,Paycase
"Monday, January 28, 2019",VF53396650,Docattach
"Monday, January 28, 2019",VF53413150,EFT TIA
"Monday, January 28, 2019",VF53393480,Docattach
"Monday, January 28, 2019",VF53402160,Docattach
"Monday, January 28, 2019",VP66343300,Paycase
"Monday, January 28, 2019",VF53393860,Paycase
"Monday, January 28, 2019",VF53369020,Apply Check
"Monday, January 28, 2019",VF53413480,EFT TIA
"Monday, January 28, 2019",VF53393000,Paycase
"Monday, January 28, 2019",VF53399890,SIT set up
"Monday, January 28, 2019",VP66342350,Paycase
"Monday, January 28, 2019",VF53382950,Apply Check
"Monday, January 28, 2019",VF53386000,Paycase
"Monday, January 28, 2019",VF53381030,Docattach
"Monday, January 28, 2019",VP66347830,Paycase
"Monday, January 28, 2019",VF53366760,Docattach
"Tuesday, January 29, 2019",VP66347830,Docattach
"Tuesday, January 29, 2019",VF53381030,SIT set up
"Tuesday, January 29, 2019",VF53406360,Paycase
"Tuesday, January 29, 2019",VF53400050,Paycase
"Tuesday, January 29, 2019",VF53382440,Apply Check
"Tuesday, January 29, 2019",VP66345280,Apply Check
"Tuesday, January 29, 2019",VP66341640,Paycase
"Tuesday, January 29, 2019",VP66344950,Reissue
"Tuesday, January 29, 2019",VF53414360,EFT TIA
"Tuesday, January 29, 2019",VF53414210,EFT TIA
"Tuesday, January 29, 2019",VF53402840,Docattach
"Tuesday, January 29, 2019",VP66324050,Docattach
"Tuesday, January 29, 2019",VP66344460,Docattach
"Tuesday, January 29, 2019",VP66348260,Paycase
"Tuesday, January 29, 2019",VF53373480,Apply Check
"Tuesday, January 29, 2019",VF53399470,Paycase
"Tuesday, January 29, 2019",VF53414310,EFT TIA
"Tuesday, January 29, 2019",VF53283240,Docattach
"Wednesday, January 30, 2019",VP66341640,Paycase
"Wednesday, January 30, 2019",VP66344950,Reissue
"Wednesday, January 30, 2019",VF53408810,Docattach
"Wednesday, January 30, 2019",VF53400190,Docattach
"Wednesday, January 30, 2019",VF53394810,Docattach
"Wednesday, January 30, 2019",VF53406790,Apply Check
"Wednesday, January 30, 2019",VF53352920,Docattach
"Wednesday, January 30, 2019",VF53414550,EFT TIA
"Wednesday, January 30, 2019",VF53372200,Paycase
"Wednesday, January 30, 2019",VF53415140,EFT TIA
"Wednesday, January 30, 2019",VF53351110,Paycase
"Wednesday, January 30, 2019",VF53385900,Paycase
"Wednesday, January 30, 2019",VF53353070,Paycase
"Wednesday, January 30, 2019",VF53385540,Paycase
"Wednesday, January 30, 2019",VF53184890,Docattach
"Wednesday, January 30, 2019",VP66342250,Paycase
"Wednesday, January 30, 2019",VP66338530,Reissue
"Wednesday, January 30, 2019",VF53368440,Docattach
"Wednesday, January 30, 2019",VF53367970,Reissue
"Wednesday, January 30, 2019",VF53345150,Docattach
"Wednesday, January 30, 2019",VF53405610,Docattach
"Wednesday, January 30, 2019",VF53394930,Paycase
"Wednesday, January 30, 2019",VF53402160,Reissue
"Thursday, January 31, 2019",VP66338530,Reissue
"Thursday, January 31, 2019",VF53402160,Reissue
"Thursday, January 31, 2019",VF53367970,Reissue
"Thursday, January 31, 2019",VF53391140,Reissue
"Thursday, January 31, 2019",VF53415410,EFT TIA
"Thursday, January 31, 2019",VP66347150,Apply Check
"Thursday, January 31, 2019",VP66344080,Apply Check
"Thursday, January 31, 2019",VF53387150,Apply Check
"Thursday, January 31, 2019",VF53391660,Paycase
"Thursday, January 31, 2019",VF53407600,Apply Check
"Thursday, January 31, 2019",VF53371100,Paycase
"Thursday, January 31, 2019",VF53399630,Paycase
"Thursday, January 31, 2019",VF53415530,EFT TIA
"Thursday, January 31, 2019",VF53415660,EFT TIA
"Thursday, January 31, 2019",VP66344760,Docattach
"Thursday, January 31, 2019",VF53355190,Docattach
"Thursday, January 31, 2019",VF53393830,Paycase
"Thursday, January 31, 2019",VP66343410,Docattach
"Thursday, January 31, 2019",VF53377830,Paycase
"Thursday, January 31, 2019",VP66350540,Paycase
"Thursday, January 31, 2019",VF53393750,Docattach
"Thursday, January 31, 2019",VF53289570,Docattach
"Thursday, January 31, 2019",VF53400380,Paycase
"Friday, February 1, 2019",VP66343410,Paycase
"Friday, February 1, 2019",VF53415870,EFT TIA
"Friday, February 1, 2019",VF53332860,Docattach
"Friday, February 1, 2019",VF53373450,Paycase
"Friday, February 1, 2019",VF53405860,Paycase
"Friday, February 1, 2019",VP66343390,Apply Check
"Friday, February 1, 2019",VP66347150,Paycase
"Friday, February 1, 2019",VF53416110,EFT TIA
"Friday, February 1, 2019",VF53416150,EFT TIA
"Friday, February 1, 2019",VF53393080,Paycase
"Friday, February 1, 2019",VF53381840,Paycase
"Friday, February 1, 2019",VF53416100,EFT TIA
"Friday, February 1, 2019",VF53376690,Apply Check
"Friday, February 1, 2019",VF53383900,Apply Check
"Friday, February 1, 2019",VF53371060,Docattach
"Friday, February 1, 2019",VF53396660,Paycase
"Friday, February 1, 2019",VF53353330,Paycase
"Friday, February 1, 2019",VF53367670,Paycase
"Friday, February 1, 2019",VF53408530,Paycase
"Friday, February 1, 2019",VF53381220,Paycase
"Monday, February 4, 2019",VP66342980 ,Docattach
"Monday, February 4, 2019",VF53391140,Reissue
"Monday, February 4, 2019",VF53284440,Docattach
"Monday, February 4, 2019",VF53382440,Paycase
"Monday, February 4, 2019",VP66330580,Paycase
"Monday, February 4, 2019",VF53375470,Docattach
"Monday, February 4, 2019",VF53391600,Docattach
"Monday, February 4, 2019",VF53375440,Docattach
"Monday, February 4, 2019",VF53406840,Docattach
"Monday, February 4, 2019",VF53406220,Docattach
"Monday, February 4, 2019",VF53402650,Docattach
"Monday, February 4, 2019",VF53387240,Docattach
"Monday, February 4, 2019",VP66344930,Paycase
"Monday, February 4, 2019",VP66345870,Paycase
"Monday, February 4, 2019",VF53404240,Paycase
"Monday, February 4, 2019",VF53372850,Paycase
"Monday, February 4, 2019",VF53416600,EFT TIA
"Monday, February 4, 2019",VF53416340,EFT TIA
"Monday, February 4, 2019",VF53416730,EFT TIA
"Monday, February 4, 2019",VF53416660,EFT TIA
"Monday, February 4, 2019",VF53362360,Docattach
"Monday, February 4, 2019",VP66346470,Docattach
"Monday, February 4, 2019",VP66346010,Paycase
"Monday, February 4, 2019",VF53371060,Docattach
"Tuesday, February 5, 2019",VF53391140,Reissue
"Tuesday, February 5, 2019",VM60003580,Docattach
"Tuesday, February 5, 2019",VM60003590,Docattach
"Tuesday, February 5, 2019",VF53369200,Apply Check
"Tuesday, February 5, 2019",VF53387910,Docattach
"Tuesday, February 5, 2019",VF53399950,Docattach
"Tuesday, February 5, 2019",VF53391600,Docattach
"Tuesday, February 5, 2019",VP66341640,Docattach
"Tuesday, February 5, 2019",VF53393910,Paycase
"Tuesday, February 5, 2019",VF53389560,Paycase
"Tuesday, February 5, 2019",VM60003570,Docattach
"Tuesday, February 5, 2019",VF53387240,Docattach
"Tuesday, February 5, 2019",VP66349920,Paycase
"Tuesday, February 5, 2019",VP66345330,Paycase
"Tuesday, February 5, 2019",VP66342950,Reissue
"Tuesday, February 5, 2019",VF53405820,Docattach
"Tuesday, February 5, 2019",VF53388010,Paycase
"Tuesday, February 5, 2019",VF53365540,Docattach
"Tuesday, February 5, 2019",VP66336350,Docattach
"Tuesday, February 5, 2019",VF53365540,Docattach
"Tuesday, February 5, 2019",VF53191820,Docattach
"Tuesday, February 5, 2019",VF53386890,Docattach
"Tuesday, February 5, 2019",VF53301540,Docattach
"Wednesday, February 6, 2019",VP66342950,Reissue
"Wednesday, February 6, 2019",VP66347940,Reissue
"Wednesday, February 6, 2019",VF53386330,Docattach
"Wednesday, February 6, 2019",VF53411610,Docattach
"Wednesday, February 6, 2019",VF53391600,SIT set up
"Wednesday, February 6, 2019",VF53411670,Docattach
"Wednesday, February 6, 2019",VF53416630,Paycase
"Wednesday, February 6, 2019",VP66347130,Paycase
"Wednesday, February 6, 2019",VF53412510,Paycase
"Wednesday, February 6, 2019",VF53364210,Docattach
"Wednesday, February 6, 2019",VF53403220,Paycase
"Wednesday, February 6, 2019",VF53411670,Docattach
"Wednesday, February 6, 2019",VF53409830,Docattach
"Wednesday, February 6, 2019",VP66349920,Docattach
"Wednesday, February 6, 2019",VF53369970,Reissue
"Wednesday, February 6, 2019",VF53412510,Docattach
"Wednesday, February 6, 2019",VM60003570,Docattach
"Wednesday, February 6, 2019",VP66347970,Docattach
"Wednesday, February 6, 2019",VF53417520,EFT TIA
"Wednesday, February 6, 2019",VF53347860,Docattach
"Wednesday, February 6, 2019",VP66341680,Docattach
"Wednesday, February 6, 2019",VF53381830,Paycase
"Wednesday, February 6, 2019",VF53310670,Docattach
"Wednesday, February 6, 2019",VF53364430,Docattach
"Thursday, February 7, 2019",VF53369970,Reissue
"Thursday, February 7, 2019",VF53401220,Docattach
"Thursday, February 7, 2019",VF53386330,Docattach
"Thursday, February 7, 2019",VF53417890,EFT TIA
"Thursday, February 7, 2019",VP66346530,Paycase
"Thursday, February 7, 2019",VP66349570,Docattach
"Thursday, February 7, 2019",VP66349570,Docattach
"Thursday, February 7, 2019",VF53408300,Docattach
"Thursday, February 7, 2019",VF53374460,Docattach
"Thursday, February 7, 2019",VF53396280,Docattach
"Thursday, February 7, 2019",VF53380380,Docattach
"Thursday, February 7, 2019",VF53376120,Docattach
"Friday, February 8, 2019",VF53383600,Docattach
"Friday, February 8, 2019",VP66346980,Paycase
"Friday, February 8, 2019",VF53395670,Docattach
"Friday, February 8, 2019",VP66345350,Paycase
"Friday, February 8, 2019",VF53346390,Docattach
"Friday, February 8, 2019",VF53411610 ,Docattach
"Friday, February 8, 2019",VF53406220,Docattach
"Friday, February 8, 2019",VF53418580,Pre Internal
"Friday, February 8, 2019",VF53359820,Paycase
"Friday, February 8, 2019",VF53391850,Paycase
"Friday, February 8, 2019",VF53396340,Paycase
"Friday, February 8, 2019",VF53416160,EFT TIA
"Friday, February 8, 2019",VP66340340,Docattach
"Friday, February 8, 2019",VP66349490,Docattach
"Friday, February 8, 2019",VF53371530,Docattach
"Friday, February 8, 2019",VF53402420,Docattach
"Friday, February 8, 2019",VF53308530,Docattach
"Friday, February 8, 2019",VF53376030,Docattach
"Monday, February 11, 2019",VF53392350,Docattach
"Monday, February 11, 2019",VP66349490,Paycase
"Monday, February 11, 2019",VF53418390,EFT TIA
"Monday, February 11, 2019",VF53308530,Docattach
"Monday, February 11, 2019",VF53418650,EFT TIA
"Monday, February 11, 2019",VP66345980,Apply Check
"Monday, February 11, 2019",VF53356610,Apply Check
"Monday, February 11, 2019",VP66345510,Docattach
"Monday, February 11, 2019",VP66346790,Paycase
"Monday, February 11, 2019",VP66348170,Docattach
"Monday, February 11, 2019",VF53411110,Paycase
"Monday, February 11, 2019",VF53383950,Docattach
"Monday, February 11, 2019",VF53376920,Docattach
"Monday, February 11, 2019",VP66344310,Reissue
"Monday, February 11, 2019",VF53416630,Reissue
"Monday, February 11, 2019",VF53411520,Docattach
"Monday, February 11, 2019",VF53370030,Apply Check
"Monday, February 11, 2019",VP66344460,Docattach
"Monday, February 11, 2019",VF53399320,Docattach
"Monday, February 11, 2019",VF53395710,Docattach
"Monday, February 11, 2019",VF53407680,Paycase
"Monday, February 11, 2019",VP66345830,Paycase
"Monday, February 11, 2019",VF53365440,Docattach
"Tuesday, February 12, 2019",VP66349490,Docattach
"Tuesday, February 12, 2019",VP66344310,Reissue
"Tuesday, February 12, 2019",VP66348170,Docattach
"Tuesday, February 12, 2019",VF53383950,Docattach
"Tuesday, February 12, 2019",VF53376920,Docattach
"Tuesday, February 12, 2019",VF53395170,Docattach
"Tuesday, February 12, 2019",VP66341980,Paycase
"Tuesday, February 12, 2019",VF53397920,Docattach
"Tuesday, February 12, 2019",VP66348020,Paycase
"Tuesday, February 12, 2019",VF53411520,Docattach
"Tuesday, February 12, 2019",VF53364280,Reissue
"Tuesday, February 12, 2019",VP66341970,Paycase
"Tuesday, February 12, 2019",VF53420060,Apply Check
"Tuesday, February 12, 2019",VF53378470,Docattach
"Tuesday, February 12, 2019",VF53406190,Docattach
"Tuesday, February 12, 2019",VF53365270,Docattach
"Tuesday, February 12, 2019",VF53387990,Paycase
"Tuesday, February 12, 2019",VF53392340,Docattach
"Tuesday, February 12, 2019",VF53419780,EFT TIA
"Tuesday, February 12, 2019",VF53404240,Docattach
"Tuesday, February 12, 2019",VF53408340,Docattach
"Tuesday, February 12, 2019",VP66343180,Paycase
"Tuesday, February 12, 2019",VP66349130,Paycase
"Tuesday, February 12, 2019",VF53253750,Reissue
"Wednesday, February 13, 2019",VF53364280,Reissue
"Wednesday, February 13, 2019",VP66345510,Docattach
"Wednesday, February 13, 2019",VF53391590,Docattach
"Wednesday, February 13, 2019",VF53370030,Docattach
"Wednesday, February 13, 2019",VP66349490,Docattach
"Wednesday, February 13, 2019",VF53253750,Reissue
"Wednesday, February 13, 2019",VP66349400,Docattach
"Wednesday, February 13, 2019",VF53392880,Docattach
"Wednesday, February 13, 2019",VF53374460,Docattach
